Return
0
0
0.003126
0.009462
0.0175
0.003931
-0.031077
0.007299
-0.000765
0.007397
0.011126
-0.017677
-0.004441
0
0
0
0
0
0
0
0
0
0
0
0
0.000142
-0.015302
0.008764
-0.074086
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-0.003497
-0.000696
-0.000281
-0.025533
-0.013246
0
0
0
0
-0.004429
0.002348
-0.001321
0.004447
0.003603
0.015998
-0.027119
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.007165
0.012454
-0.015253
-0.035718
0.013138
-0.007197
0.013505
-0.015528
0.000829
0.008305
-0.245378
0
0
0
0
0
0
0
0
0
0
0
0
0
0.009358
-0.005326
-0.012721
0.027463
-0.010237
-0.00329
0.001342
0.032147
0.034167
-0.013489
-0.015989
0.034938
0.00194
0.024664
-0.076911
0.001716
0.046811
-0.04108
-0.020623
-0.021593
-0.007888
-0.164678
0.025951
-0.056926
0.031899
0.049984
-0.007674
0.058557
-0.10201
0.033815
-0.090627
-0.005414
0.004342
-0.009574
-0.054793
0.006965
-0.020926
0
0
0
0
0
-0.046135
0
0
0
0
0
0
0
0
0
-0.089645
0.000321
0.00774
-0.006141
-0.006925
-0.000135
0.003226
-0.010948
0
0
0
0
0
0
0
0
0
0
0
0
-0.100444
-0.045592
-0.062632
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-0.108211
0
0
0
0
0
0
0
0
0
0
0
0
0
0.111033
0.072826
0.334939
-0.161649
0.013925
-0.048258
-0.14702
0.101477
0.000282
-0.050222
-0.004942
0.090711
0.00322
-0.00045
0.025866
0.028574
0.048473
0.000258
0.069442
-0.007839
0.003066
-0.015039
-0.063598
-0.037333
-0.002411
-0.068882
0.000742
-0.068107
0
0
-0.024393
-0.110523
0
0
0
0
0
0.00338
0.015148
-0.032891
-0.036552
0
0
0
-0.01811
-0.118609
0
0
0
0
0
0
-0.014997
-0.012724
-0.024745
-0.012451
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-0.050313
0
0
0.002899
0.002498
0.103965
-0.004534
-0.051019
-0.087783
0.008863
0.024623
-0.066646
0.020766
0.051715
0.089148
0.266683
-0.077116
-0.017928
0.103371
0.168644
0.213644
-0.021643
-0.109863
-0.183265
0.234147
-0.03799
-0.011544
0.002124
0.037427
0.025597
0.027417
0.013284
0.042788
-0.018699
0.065368
-0.019491
0.033148
0.002123
0.244185
0.025854
0.254067
-0.000591
-0.225933
0.165714
-0.026143
0.021031
-0.095027
-0.005201
0.103548
0.005523
-0.033784
-0.004469
-0.01569
0.014551
0.021616
-0.017919
0.023261
-0.158078
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-0.001051
-0.000316
0.013408
0.007621
0.094742
-0.027807
-0.035511
-0.085098
0.00806
-0.017488
-0.01763
-0.040363
0
0
0
0
0
0
0
0
0
0
0
0
0.01135
-0.056258
-0.00916
0.016227
-0.011543
0.005592
0.006876
0.001023
-0.014958
0
0.014169
-0.011428
0.016229
0.021067
-0.000655
-0.000852
0.073379
-0.02938
-0.027421
-0.021716
-0.007523
0.021578
-0.003635
0.042041
-0.038431
0.010477
0.00337
-0.027882
-0.002806
0.012252
0.007068
-0.014602
-0.045612
0
0
0.100194
0.000464
0.039555
0.001385
0.018375
-0.033043
-0.015497
0.022885
-0.03032
-0.047413
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01059
-0.04974
0
0
0
0
0
0
0
0
-0.004702
-0.001684
-0.011118
0
0
-0.001147
-0.018229
-0.000726
0.002409
-0.026932
-0.000771
0.008144
0.012599
-0.002181
-0.02215
0.000761
0.005809
0.04786
-0.009954
0.108807
-0.004915
0.023508
-0.021922
0.076047
0.094527
0.062986
0.008056
-0.110374
-0.027288
-0.103176
0.041272
-0.016202
-0.004173
0.01897
0.011899
0.003363
0.026322
-0.020796
-0.006469
-0.005823
-0.010966
0.008482
0.021504
0.015983
0.236582
0.018396
0.063462
-0.024345
0.041308
-0.041865
0.023897
-0.045455
-0.03631
0.013029
0.018253
0.037308
0.000385
0.101811
0.014626
-0.030069
0.006156
0.014109
0.002403
0.110449
0.047375
-0.030544
0.145393
0.11781
-0.221133
